"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username"""
"1919254649640493345,""Tue May 06 22:53:37 +0000 2025"",""0"",""@AzanAza95871525 @didimardijono2 @PngAdilnR4kyt yg goblok elo.. kalo bener palsu pilpres 2014 2019 udah digugat ama prabowo ngapain prabowo ngegugat hasil itungan pemilu gugat aja ijazahnya. kelar.."",""1919888309041746218"","""",""AzanAza95871525"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919888309041746218"",""1640615371135922178"","
"1919746312372711598,""Tue May 06 22:50:13 +0000 2025"",""5"",""@bachrum_achmadi @prabowo Omon2 memble kya macan ompong padahal dulu @prabowo di pemilu 2019 dicurangi olh Mulyono skr malah jadi penyembah berhala Mulyono. Ayolah bangkit kau Prabowo jgn mau di atur2 Mulyono"",""1919887453152018531"","""",""bachrum_achmadi"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919887453152018531"",""1827103215932030976"","
"1919745717792604589,""Tue May 06 22:48:36 +0000 2025"",""0"",""@ronnie95889978 Purnawirawan yg usulkan itu di kubu Amin. Mereka kalah Pilpres. Harus tunduk pada konstitusi. Purnawirawan yg dukung Pak Prabowo jauh lebih banyak jumlahnya."",""1919887047273414723"","""",""ronnie95889978"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919887047273414723"",""1348987504985133057"","
"1912551049657000253,""Tue May 06 22:45:47 +0000 2025"",""0"",""@Kong_x_kongg @ZulkifliLubis69 @jokowi @prabowo Sama kayak elu nyebokin tai anis bela terus sampe si anis nyalon presiden lagi si anis juga ternak mulyono goblok dia sakit hati karena pernah dipecat dan kalah pilpres lawan gibran hahahaha tua goblok tolol ternak amin rais"",""1919886339224351124"","""",""Kong_x_kongg"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919886339224351124"",""1648597424892690432"","
"1919606073603797074,""Tue May 06 22:42:10 +0000 2025"",""0"",""@txtfromezi @logos_id Tidak ada psikotes wajib untuk calon presiden di Indonesia berdasarkan syarat dalam Konstitusi dan undang-undang pemilu seperti usia minimal 40 tahun warga negara dan kriteria pendidikan. Namun beberapa partai politik seperti PDIP melakukan psikotes untuk calon legislatif"",""1919885427349352793"","""",""txtfromezi"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919885427349352793"",""1720665183188922368"","
"1919885016974426326,""Tue May 06 22:40:32 +0000 2025"",""0"",""Ya gimana anak abah dan para Wabah pola kampanye nya menghina merendahkan ekslusif dan goblok2in pemilih lain even habis pilpres aja kelakuannya boikat boikot. Tbh suara anies tanpa PKB itu hanya sktr 13-14% di seluruh indonesia."",""1919885019222573313"","""",""LuckyCat5758"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919885019222573313"",""116600716"","
"1919723082853618029,""Tue May 06 22:36:13 +0000 2025"",""1"",""@ardi_tama1 @mdrfhyt Udah paling bener kata Bang Zulfan Anies kalo kalah pilpres mending ke Amerika aja ambil studi post doctoral filsafat"",""1919883930678813157"","""",""ardi_tama1"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919883930678813157"",""1744968653769146368"","
"1919570418941169799,""Tue May 06 22:05:16 +0000 2025"",""0"",""@PartaiSocmed Ngemeng Mulu Luh..berisik..!!!! https://t.co/7KQ875w3WU"",""1919876143030682061"","""",""PartaiSocmed"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919876143030682061"",""3957309192"","
"1919875206841090176,""Tue May 06 22:01:33 +0000 2025"",""1"",""Kayaknya gue pas pilpres pilihnya ganjar https://t.co/6qyiHWjaSd"",""1919875206841090176"",""https://pbs.twimg.com/tweet_video_thumb/GqTEUWPbAAIuGYj.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919875206841090176"",""1606246548530044930"","
"1919421899287003642,""Tue May 06 14:46:23 +0000 2025"",""0"",""@NenkMonica Pilpres 2019 kenapa si kules ga bela mati-matian @prabowo ? Padahal saat itu massa pendukung Prabowo demo mati-matian menentang kecurangan pilpres. Tahun 2025 gayamu kayak paling hebat aja !"",""1919765693727129744"","""",""NenkMonica"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919765693727129744"",""1486485379767144451"","
"1919207972699283922,""Tue May 06 14:44:23 +0000 2025"",""0"",""@04_zainal Prabowo gibran jokowi tetap pilihan rakyat 50%+1 sebagai pemenang pemilu jangan di ganggu"",""1919765190922408308"","""",""04_zainal"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919765190922408308"",""1819430943373119494"","
"1919681315492004076,""Tue May 06 14:42:39 +0000 2025"",""0"",""@ronaldoLOVEyou1 @tekarok007 Takut banget sama sosok KDM atuh pada wkwkw lagian juga agak mustahil doi maju 2029 pilpres gw yg warga bekasi ogah sih jangan dulu 10 tahun dulu dijabar sini kalaupun maju paling ya lawan dia Prabowo mana bisa dia lawan ketum sendiri wong separtai."",""1919764754375311660"","""",""ronaldoLOVEyou1"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919764754375311660"",""1706739906750693376"","
"1919764086424064419,""Tue May 06 14:40:00 +0000 2025"",""0"",""KETUA Badan Pengawas Pemilu (Bawaslu) RI Rahmat Bagja menilai eksisten Dewan Kehormatan Penyelenggara Pemilu (DKPP) masih dibutuhkan. https://t.co/1NRBS8O1qd"",""1919764086424064419"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919764086424064419"",""68930552"","
"1919597991788478818,""Tue May 06 14:38:19 +0000 2025"",""0"",""@TirtoID @BimaAryaS iyalah aset untuk dulang suara elit politik anjing saat pemilu dan Pilkada"",""1919763664040821085"","""",""TirtoID"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919763664040821085"",""1336686243829059585"","
"1919363488918745091,""Tue May 06 14:36:53 +0000 2025"",""0"",""@mediaindonesia Terlalu cengeng sebagai presiden kualat Indonesia dipimpin CAWECAWE.... sdh jelas siapa Prabowo Subianto siapa Joko Widodo. Sjk Pilpres yg terkesan dipaksakan menang jg jd blunder dan sejarah parah Indonesia"",""1919763301891821973"","""",""mediaindonesia"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919763301891821973"",""1620711782343151617"","
"1919762614525039068,""Tue May 06 14:34:09 +0000 2025"",""22"",""Saya masih ingat pilpres 2014-2019 makhluk ini yang begitu gencar memojokkan Prabowo soal penculikan aktivis. Luhut. Agung Gumelar. Wiranto. Ke 3 nya memojokkan Prabowo soal penculikan aktivis. Makhluk penjilat. https://t.co/aX5yk2ZMVd"",""1919762614525039068"",""https://pbs.twimg.com/ext_tw_video_thumb/1919762582313041922/pu/img/gqxWbf13kWl0qw_o.jpg"","""",""in"","""",""0"",""2"",""14"",""https://x.com/undefined/status/1919762614525039068"",""807072487"","
"1919760768481857635,""Tue May 06 14:26:49 +0000 2025"",""0"",""Anies Capres 2029? Lebih baik pilih PS lagi daripada Anies "",""1919760768481857635"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919760768481857635"",""1203887301346000898"","
"1919325847023931589,""Tue May 06 14:24:36 +0000 2025"",""0"",""@Boediantar4 Ukurannya memang bukan bagaimana sikap capres ke bawah. Tapi bagaimana bersikap pada yg punya kuasa uang dan politik."",""1919760211251757138"","""",""Boediantar4"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919760211251757138"",""1893235989742788610"","
"1919552532231422443,""Tue May 06 14:23:28 +0000 2025"",""0"",""@Dahnilanzar @prabowo @jokowi Buktinya pas debat dia merendahkan lawan debatnya"",""1919759926974722065"","""",""Dahnilanzar"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919759926974722065"",""1878263652379459584"","
"1919320863465406540,""Tue May 06 14:21:55 +0000 2025"",""0"",""@aaronsavic @susipudjiastuti @cakimiNOW @prabowo Duit judol ga berseri bro Semua suka duit apalagi pejabat yg matanya duitan. Trus kita berharap pejabat nyetop judol ?judol itu permainan orang miskin buat menghidupi pejabat. Mungkin juga @cakimiNOW sll menang kalau main judol. Kalah di pilpres menang judol kan keren yah cak"",""1919759534270398946"","""",""aaronsavic"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919759534270398946"",""1497006786603225098"","
"1919697398911094963,""Tue May 06 14:14:00 +0000 2025"",""0"",""@fairueshas Cocok kayak Anies pas pemilu"",""1919757545171738983"","""",""fairueshas"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919757545171738983"",""1720647158188400640"","
"1919748714932949296,""Tue May 06 14:03:26 +0000 2025"",""1"",""@Xura2505 @Simemaki Prabowo Gibran itu satu paket pilihan rakyat melalui pilpres tong. Mereka sah menurut konstitusi. Menolak Gibran sama dengan menolak Prabowo."",""1919754884053717033"","""",""Xura2505"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919754884053717033"",""1919409624475914241"","
"1919752649424929234,""Tue May 06 13:54:33 +0000 2025"",""0"",""Cara fans &amp"
"1919303696145363073,""Tue May 06 13:54:32 +0000 2025"",""2"",""@Hollowman099 @G0LIATH87 @DedynurPalakka Berapa banyak bukti yg dibutuhkan untuk meyakinkan haters. AR jadi pecundang politik demikian juga anak2nya. AB tidak diperkenankan oleh Yang Kuasa untuk memenangi pilpres. Kadrun mati satu persatu karena kejang-kejang. Senang memfitnah orang yg sdh berjasa bagi negara &amp"
"1919751865962492163,""Tue May 06 13:51:26 +0000 2025"",""0"",""Tanya mending Prabowo duluan 2 periode dilanjut Jokowi apa sebaliknya? Tau gini kan dari 2014 gausah pake pemilu segala. Buang-buang duit aja."",""1919751865962492163"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919751865962492163"",""172243686"","
"1919339562293227667,""Tue May 06 13:49:43 +0000 2025"",""0"",""@PartaiSocmed @aniesbaswedan Kau lupa x ya met klo kau juga habis2an kuliti @prabowo 2 x pemilu. Coba ingat gk kau alasanmu apa?"",""1919751433475289547"","""",""PartaiSocmed"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919751433475289547"",""561062853"","
"1919636747039998046,""Tue May 06 13:47:04 +0000 2025"",""0"",""@gu62245 Cara yg sama kek lg main politik kalo junjungannya kalah pemilu bacod nyalahin pihak sono sini "",""1919750766967062872"","""",""gu62245"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919750766967062872"",""255917395"","
"1919745933912260815,""Tue May 06 13:38:11 +0000 2025"",""0"",""@KEADILAN Dinamika ini sangat menarik mengingat kedudukan PKR sebagai satu partai utama di koalisi berkuasa Malaysia sekarang ini bermakna pemenang posisi ini akan menjadi pemuka politik utama disana kedepannya - sekaligus pewaris politik PM Malaysia sekarang DS Anwar Ibrahim. https://t.co/oV1bdUHlhn"",""1919748530639667585"",""https://pbs.twimg.com/media/GqRRGxRbMAABlv2.png"",""zakyarin97"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919748530639667585"",""1536157859355824128"","
"1919748390297927811,""Tue May 06 13:37:38 +0000 2025"",""17"",""Kalau kata @BocorAlusPol Menang pilpres pakai paylater . Jadi punya utang politik. Sekarang saatnya bayar bayar bayar https://t.co/9LvVAby9bM"",""1919748390297927811"",""https://pbs.twimg.com/media/GqRQ_JjbAAAiMdy.jpg"","""",""in"","""",""0"",""6"",""6"",""https://x.com/undefined/status/1919748390297927811"",""1374686160748830724"","
"1919590875396772092,""Tue May 06 13:30:09 +0000 2025"",""10"",""@suryadelalu Kok kayak Dejavu dulu Jokowi pun dianggap bonekanya Megawati tapi setelah membangun kekuatan politik sendiri ia bisa lepas pengaruh dan ngalahin Mega di pilpres 2024. Wowo kayaknya jg gitu tunggu ada pergantian panglima dan Kapolri yg masih geng Solo."",""1919746507005374665"","""",""suryadelalu"",""in"","""",""0"",""2"",""0"",""https://x.com/undefined/status/1919746507005374665"",""1862103768231481344"","
"1913088264556462204,""Tue May 06 13:28:44 +0000 2025"",""0"",""@PartaiSocmed @bonnietriyana Semoga 2029 PDI-P tak mengajukan capres biar bangsa era saat ini makmur sejahtera ekonomi meroket tajam dan 19 juta lapangan pekerjaan rakyat sejahtera dan pajak tak naik dilanjutkan lagi ke prabowo gibran yang luar biasa rakyat butuh serba murah seperti jaman suharto"",""1919746153979027494"","""",""PartaiSocmed"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919746153979027494"",""2942502020"","
"1919719788789825673,""Tue May 06 13:27:38 +0000 2025"",""0"",""@yaniarsim @prabowo @sjafriesjams @gibran_tweet Sabar ya bro. Lima tahun lagi pilpres lagi. Purnawirawan sebagai rakyat seperti yang lain bisa mendukung lagi. Feeling politiknya yang tepat. Kalau mendukung yang bakal menang"",""1919745873560432855"","""",""yaniarsim"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919745873560432855"",""1886742745030770688"","
"1919745717792604589,""Tue May 06 13:27:00 +0000 2025"",""1"",""Framing beritanya ngawur. Persatuan purnawirawan resmi AD AU AL Polri memang sejak awal mendukung Pak Prabowo. Purnawirawan desak copot Gibran adalah purnawirawan pendukung Capres Amin. https://t.co/CwzkF4LeUl"",""1919745717792604589"",""https://pbs.twimg.com/media/GqROjm6bAAAsm9h.jpg"","""",""in"","""",""0"",""1"",""1"",""https://x.com/undefined/status/1919745717792604589"",""1348987504985133057"","
"1919745304372347120,""Tue May 06 13:25:22 +0000 2025"",""0"",""Prabowo bilang bukan boneka Jokowi !... tapi bayang-bayang koalisi dan dukungan politik bilang lain. Rakyat pantau: janji kampanye atau skenario istana? Bukti bukan bantahan yang kita tunggu! #Prabowo #Jokowi"",""1919745304372347120"","""","""",""in"","""",""0"",""0"",""1"",""https://x.com/undefined/status/1919745304372347120"",""1544303873523068928"","
"1919743839197450551,""Tue May 06 13:19:33 +0000 2025"",""0"",""Ratna Sarumpaet seniman sekaligus aktifis sosial politik yang di tahun 2018 berada di tengah tengah pusaran ketegangan politik pasca Pemilu. Yang memecah masyarakat menjadi cebong dan kampret. Ratna karena berada di kubu Prabowo adalah bagian dari kampret"",""1919743841495876044"","""",""sigitharyoseno"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919743841495876044"",""153941639"","
"1919670972577112528,""Tue May 06 13:11:03 +0000 2025"",""1"",""@BobbyPatriotCat @democrazymedia gw sih lebih percaya dengan pengakuan jokowi sendiri pada tahun 2013 https://t.co/3H7GvzNaBe"",""1919741702899703928"","""",""BobbyPatriotCat"",""in"","""",""0"",""1"",""1"",""https://x.com/undefined/status/1919741702899703928"",""960248512108576768"","
"1919361691801792603,""Tue May 06 13:03:48 +0000 2025"",""0"",""@Franken_blues @prabowo Bijaksana juga ni pak Prabowo. Padahal dua kali jadi rival pak Owi wkt pilpres dulu gak nyerang pak Owi pake isu ijazah palsu. Lha pilkada aja urusan verifikasi persyaratan begitu ketat. Apalagi pilpres......kok begitu begonya yg mempermàsalahkan ijazah...."",""1919739878738182382"","""",""Franken_blues"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919739878738182382"",""766403017"","
"1919653824941457800,""Tue May 06 13:02:15 +0000 2025"",""0"",""@KenapeAje @nama_b91 @itsurboihyl Saya tidak menemukan data yang menyebutkan Tawakkal Baharuddin dari JKSG menerbitkan penelitian yang memprediksi Anies Baswedan menang 70% pada pemilu 2024. Tawakkal memang afiliasi dengan Universitas Muhammadiyah Yogyakarta termasuk JKSG tapi penelitiannya fokus pada sentimen"",""1919739487770574930"","""",""KenapeAje"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919739487770574930"",""1720665183188922368"","
"1919737719061942606,""Tue May 06 13:01:59 +0000 2025"",""2"",""@WargaFeminis Beda dia brandingnya dr grassroot lsg konsisten 1 dekade peaknya pas pemilu ikut prabowo"",""1919739420766245357"","""",""Delecerak"",""in"","""",""0"",""1"",""1"",""https://x.com/undefined/status/1919739420766245357"",""128776276"","
"1919738921459786003,""Tue May 06 13:00:00 +0000 2025"",""0"",""Menurut kalian mungkinkah koalisi Pak Prabowo dan Pak Jokowi ini dipisahkan? #jokowi #prabowosubianto #power #pinterpolitik #infografis #beritapolitik #politikinternasional #politikindonesia https://t.co/No9eGdRDI2"",""1919738921459786003"",""https://pbs.twimg.com/media/GqQdaw2bAAEp6ht.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919738921459786003"",""798770586784702464"","
"1919738706279428343,""Tue May 06 12:59:09 +0000 2025"",""6"",""pdhal konten di tt pak Anies itu ya daily life skedar pngen sharing kseharian dia &amp"
"1919738669264466182,""Tue May 06 12:59:00 +0000 2025"",""1"",""Idrus Marham Usul Bentuk Koalisi Permanen Dukung Asta Cita Presiden Prabowo Hingga 2045 #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/TqGVGSXiPk"",""1919738669264466182"","""","""",""in"","""",""0"",""1"",""6"",""https://x.com/undefined/status/1919738669264466182"",""721898354502930433"","
"1919653824941457800,""Tue May 06 12:54:32 +0000 2025"",""0"",""@KenapeAje @nama_b91 @itsurboihyl Tidak ada bukti bahwa Jusuf Kalla School of Government (JKSG) menerbitkan penelitian yang menyatakan Anies Baswedan akan menang mudah dengan 70% pada pemilu 2024. Hasil resmi menunjukkan Anies memperoleh 24 95% suara dan survei sebelum pemilu memperkirakan dukungan sekitar"",""1919737543538704732"","""",""KenapeAje"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919737543538704732"",""1720665183188922368"","
"1919737060237435216,""Tue May 06 12:52:36 +0000 2025"",""0"",""Inflasi terkendali. Yg kagak terkendali itu edunn-nya kaum keokk pemilu pak presiden @prabowo 🇲🇨 Mumet mulu ora uwis-uwis haha | @Gerindra kisanak @hendrikk168 onty @sarah_pndjtn"",""1919737060237435216"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919737060237435216"",""218477659"","
"1919735501021708359,""Tue May 06 12:46:25 +0000 2025"",""0"",""Suatu hari nanti jika akhirnya punya minat terjun politik dan jadi capres aku akan pakai FAFO sebagai visi. Karena sejujurnya aku udah eneg lihat bagaimana orang-orang terlibat dalam endless constant attempt to f around but never find out."",""1919735501021708359"","""","""",""in"","""",""0"",""0"",""1"",""https://x.com/undefined/status/1919735501021708359"",""48884938"","
"1919707756233155025,""Tue May 06 12:45:33 +0000 2025"",""5"",""@Tsukatsuki77 @KemenperinRI ya sesimpel krn Ganjar udah kader lama bro. jangan samain situasinya sama Anies Anies waktu itu independen yang mau diusung + dilihat buat prospek jangka menengah (ke arah 2029). ditambah ya memang PDIP mau pake Anies buat amunisi balas dendam krn residu Pilpres masih berasa"",""1919735284771803157"","""",""Tsukatsuki77"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919735284771803157"",""1683425076073603072"","
"1919732096257360087,""Tue May 06 12:32:53 +0000 2025"",""0"",""Budaya Politik Indonesia Pasca Pilpres 2024 : Antara Demokrasi dan Ketidakmatangan Elite https://t.co/q7pxDaw5pN"",""1919732096257360087"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919732096257360087"",""99503612"","
"1919367953163690235,""Tue May 06 12:26:40 +0000 2025"",""0"",""@sofyaopi @Paman_1168 @DiahAyuUta60586 @Opposisi6890 Suka2 dia dong cinta Jokowi. Emang lu siapa larang2 orang cinta Jokowi. Elo bodoh..kadal gurun Ternak Abah kalah pilpres..gagal nyagub Jakarta pulak. Kasihan Ternak Abah jadi gelandangan Politik. Noch contoh penghina Jokowi macam Amin Rais Dan Sarumpaet. Jadi gelandangan politik"",""1919730532671172787"","""",""sofyaopi"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919730532671172787"",""92878321"","
"1919726482995519610,""Tue May 06 12:11:00 +0000 2025"",""0"","" Politik Identitas Politik identitas sering digunakan untuk menarik dukungan berdasarkan suku agama atau ras yang dapat memicu konflik sosial. Contohnya dalam Pemilu 2024 beberapa kampanye menggunakan simbol agama untuk memobilisasi pemilih tertentu28."",""1919726588091879886"","""",""nrainsa"",""in"","""",""0"",""1"",""0"",""https://x.com/undefined/status/1919726588091879886"",""1770988994463223808"","
"1919726508958220342,""Tue May 06 12:10:41 +0000 2025"",""0"",""Seandainya issue ijazah palsu atau asli sebelum pemilu 2014 atau 2019 dimana Jokowi vs Prabowo maka pasti pak Prabowo akan mendukung kelompok yang menpermasalahkan keaslian ijazah tesebut karena saat itu ada di posisi yg berbeda. Kalau sekarang dalam 1 perahu rasanya akan"",""1919726508958220342"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919726508958220342"",""3133950690"","
"1919724126304108853,""Tue May 06 12:01:13 +0000 2025"",""6"",""KALAH DALAM PILPRES BERKALI KALI ITU Sangat menyakitkan.menguras waktu energi dan finansial yg tdk sedikit. Maka kita sbg Rakyat hrs mencermati Pemerintahan @prabowo spy kekayaan negara tdk dikorupsi dan tdk dikuasai.Yang hrs dilakukan rakyat misalnya mengawasi DANANTARA&amp"
"1919723736187732308,""Tue May 06 11:59:40 +0000 2025"",""6"",""Salah satu alasan orang ga milih anies pas pemilu kemaren karena ada orang modelan begini. Gue juga kadang keluarin kata beginian kok dulu tapi gue sadar bukan gini cara menggandeng orang"",""1919723736187732308"","""","""",""in"","""",""1"",""4"",""1"",""https://x.com/undefined/status/1919723736187732308"",""1427448590264279075"","
"1919568914146853213,""Tue May 06 11:50:26 +0000 2025"",""0"",""@Anak__Ogi @prabowo Pemilu ulang"",""1919721413357011035"","""",""Anak__Ogi"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919721413357011035"",""1832316948727914496"","
"1919699313908973668,""Tue May 06 11:48:55 +0000 2025"",""729"",""@ObiWan_Catnobi dah disinggung Ganjar pas debat bener bener dia keliatan bego bat P: bagaimana pendapat anda mengenai MBG untuk anak sekolah sebagai pencegahan stunting? G: udah telat banget! "",""1919721032367120754"","""",""ObiWan_Catnobi"",""in"","""",""0"",""3"",""30"",""https://x.com/undefined/status/1919721032367120754"",""1667147536044523520"","
"1919416874431136056,""Tue May 06 11:36:07 +0000 2025"",""0"",""@H4T14K4LN4L42 @prabowo @DPR_RI Abang itu pas pilpres pilih pak Prabowo mantap"",""1919717810105979373"","""",""H4T14K4LN4L42"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919717810105979373"",""1455126745573560326"","
"1919717508262854886,""Tue May 06 11:34:55 +0000 2025"",""0"",""setuju Pak Prabowo mending fokus urusan negara drpd debat ijazah https://t.co/Xgv9xX8YKZ"",""1919717508262854886"",""https://pbs.twimg.com/media/GqQ0320bgAAyohh.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919717508262854886"",""2380269108"","
"1919701110933078019,""Tue May 06 11:26:14 +0000 2025"",""0"",""@Beritasatu Ya Pak Prabowo tahu klo Pak Tri S...cuma dijadikan alat oleh purnawirawan yg ternyata pendukung capres yg kalah."",""1919715324817244450"","""",""Beritasatu"",""in"","""",""0"",""0"",""0"",""https://x.com/undefined/status/1919715324817244450"",""4310972719"","
