tweet,tweet_clean,tweet_tokens,tweet_filtered,tweet_normalized,tweet_stemmed,label
 Analis Saudi kecam BBC: Yaman menghancurkan koalisi global dan memenangkan pertempuran! Ali Ahmed aktivis politik Saudi: Bandingkan dukungan yang diterima Houthi Ansarallah Yaman dari Iran dengan dukungan yang diterima pihak lain dari Amerika Eropa Kanada dll., analis saudi kecam bbc: yaman menghancurkan koalisi global dan memenangkan pertempuran! ali ahmed aktivis politik saudi: bandingkan dukungan yang diterima houthi ansarallah yaman dari iran dengan dukungan yang diterima pihak lain dari amerika eropa kanada dll.,"['analis', 'saudi', 'kecam', 'bbc', 'yaman', 'menghancurkan', 'koalisi', 'global', 'dan', 'memenangkan', 'pertempuran', 'ali', 'ahmed', 'aktivis', 'politik', 'saudi', 'bandingkan', 'dukungan', 'yang', 'diterima', 'houthi', 'ansarallah', 'yaman', 'dari', 'iran', 'dengan', 'dukungan', 'yang', 'diterima', 'pihak', 'lain', 'dari', 'amerika', 'eropa', 'kanada', 'dll']","['analis', 'saudi', 'kecam', 'bbc', 'yaman', 'menghancurkan', 'koalisi', 'global', 'memenangkan', 'pertempuran', 'ali', 'ahmed', 'aktivis', 'politik', 'saudi', 'bandingkan', 'dukungan', 'diterima', 'houthi', 'ansarallah', 'yaman', 'iran', 'dukungan', 'diterima', 'amerika', 'eropa', 'kanada', 'dll']","['analis', 'saudi', 'kecam', 'bbc', 'yaman', 'menghancurkan', 'koalisi', 'global', 'memenangkan', 'pertempuran', 'ali', 'ahmed', 'aktivis', 'politik', 'saudi', 'bandingkan', 'dukungan', 'diterima', 'houthi', 'ansarallah', 'yaman', 'iran', 'dukungan', 'diterima', 'amerika', 'eropa', 'kanada', 'dll']","['analis', 'saudi', 'kecam', 'bbc', 'yaman', 'hancur', 'koalisi', 'global', 'menang', 'tempur', 'ali', 'ahmed', 'aktivis', 'politik', 'saudi', 'banding', 'dukung', 'terima', 'houthi', 'ansarallah', 'yaman', 'iran', 'dukung', 'terima', 'amerika', 'eropa', 'kanada', 'dll']",politik
@ZiiGrimes anjrit ngajak debat anies,@ziigrimes anjrit ngajak debat anies,"['ziigrimes', 'anjrit', 'ngajak', 'debat', 'anies']","['ziigrimes', 'anjrit', 'ngajak', 'debat', 'anies']","['ziigrimes', 'anjrit', 'ngajak', 'debat', 'anies']","['ziigrimes', 'anjrit', 'ngajak', 'debat', 'anies']",lainnya
@SangGuru2471 @SapiGila1984 @pegawai_konoha_ @redcottontail @Franken_blues @prabowo Tapi Mega mengubah aturan demi bisa maju jadi capres dulu. Ga ada bedanya ama Jokowi yg mengubah aturan demi anaknya. Jebolan banteng tu ga ada yg beres memang,@sangguru2471 @sapigila1984 @pegawai_konoha_ @redcottontail @franken_blues @prabowo tapi mega mengubah aturan demi bisa maju jadi capres dulu. ga ada bedanya ama jokowi yg mengubah aturan demi anaknya. jebolan banteng tu ga ada yg beres memang,"['sangguru', 'sapigila', 'pegawaikonoha', 'redcottontail', 'frankenblues', 'prabowo', 'tapi', 'mega', 'mengubah', 'aturan', 'demi', 'bisa', 'maju', 'jadi', 'capres', 'dulu', 'ga', 'ada', 'bedanya', 'ama', 'jokowi', 'yg', 'mengubah', 'aturan', 'demi', 'anaknya', 'jebolan', 'banteng', 'tu', 'ga', 'ada', 'yg', 'beres', 'memang']","['sangguru', 'sapigila', 'pegawaikonoha', 'redcottontail', 'frankenblues', 'prabowo', 'mega', 'mengubah', 'aturan', 'maju', 'capres', 'ga', 'bedanya', 'ama', 'jokowi', 'yg', 'mengubah', 'aturan', 'anaknya', 'jebolan', 'banteng', 'tu', 'ga', 'yg', 'beres']","['sangguru', 'sapigila', 'pegawaikonoha', 'redcottontail', 'frankenblues', 'prabowo', 'mega', 'mengubah', 'aturan', 'maju', 'capres', 'tidak', 'bedanya', 'ama', 'jokowi', 'yang', 'mengubah', 'aturan', 'anaknya', 'jebolan', 'banteng', 'tu', 'tidak', 'yang', 'beres']","['sangguru', 'sapigila', 'pegawaikonoha', 'redcottontail', 'frankenblues', 'prabowo', 'mega', 'ubah', 'atur', 'maju', 'capres', 'tidak', 'beda', 'ama', 'jokowi', 'yang', 'ubah', 'atur', 'anak', 'jebol', 'banteng', 'tu', 'tidak', 'yang', 'beres']",politik
@Setiawan6251ya1 @msaid_didu dari awal knp Anies ngotot mau nyapres sdg ada figur Prabowo apakah gak terima Prabowo menang? dr awal Ganjar ditawari duet sm Prabowo tp knp gak mau apa krn PDIP menang pilpres 2x krn partai rakyat suka sm PDIP?,@setiawan6251ya1 @msaid_didu dari awal knp anies ngotot mau nyapres sdg ada figur prabowo apakah gak terima prabowo menang? dr awal ganjar ditawari duet sm prabowo tp knp gak mau apa krn pdip menang pilpres 2x krn partai rakyat suka sm pdip?,"['setiawanya', 'msaiddidu', 'dari', 'awal', 'knp', 'anies', 'ngotot', 'mau', 'nyapres', 'sdg', 'ada', 'figur', 'prabowo', 'apakah', 'gak', 'terima', 'prabowo', 'menang', 'dr', 'awal', 'ganjar', 'ditawari', 'duet', 'sm', 'prabowo', 'tp', 'knp', 'gak', 'mau', 'apa', 'krn', 'pdip', 'menang', 'pilpres', 'x', 'krn', 'partai', 'rakyat', 'suka', 'sm', 'pdip']","['setiawanya', 'msaiddidu', 'knp', 'anies', 'ngotot', 'nyapres', 'sdg', 'figur', 'prabowo', 'gak', 'terima', 'prabowo', 'menang', 'dr', 'ganjar', 'ditawari', 'duet', 'sm', 'prabowo', 'tp', 'knp', 'gak', 'krn', 'pdip', 'menang', 'pilpres', 'x', 'krn', 'partai', 'rakyat', 'suka', 'sm', 'pdip']","['setiawanya', 'msaiddidu', 'knp', 'anies', 'ngotot', 'nyapres', 'sdg', 'figur', 'prabowo', 'tidak', 'terima', 'prabowo', 'menang', 'dari', 'ganjar', 'ditawari', 'duet', 'sm', 'prabowo', 'tp', 'knp', 'tidak', 'krn', 'pdip', 'menang', 'pilpres', 'x', 'krn', 'partai', 'rakyat', 'suka', 'sm', 'pdip']","['setiawanya', 'msaiddidu', 'knp', 'anies', 'ngotot', 'nyapres', 'sdg', 'figur', 'prabowo', 'tidak', 'terima', 'prabowo', 'menang', 'dari', 'ganjar', 'tawar', 'duet', 'sm', 'prabowo', 'tp', 'knp', 'tidak', 'krn', 'pdip', 'menang', 'pilpres', 'x', 'krn', 'partai', 'rakyat', 'suka', 'sm', 'pdip']",politik
Gua bukan (lagi) tim anies. Tapi ini keliatan sotoy banget . Semua yg pernah ikut pemilu juga tau za kalo pemilu soal banyak-banyakan suara. Caranya kayak apa? Ya beragam. Gak mesti joget gemoy. Kalo gua liat berbagai aktivas dia belakangan ini juga arahnya ke sana.,gua bukan (lagi) tim anies. tapi ini keliatan sotoy banget . semua yg pernah ikut pemilu juga tau za kalo pemilu soal banyak-banyakan suara. caranya kayak apa? ya beragam. gak mesti joget gemoy. kalo gua liat berbagai aktivas dia belakangan ini juga arahnya ke sana.,"['gua', 'bukan', 'lagi', 'tim', 'anies', 'tapi', 'ini', 'keliatan', 'sotoy', 'banget', 'semua', 'yg', 'pernah', 'ikut', 'pemilu', 'juga', 'tau', 'za', 'kalo', 'pemilu', 'soal', 'banyakbanyakan', 'suara', 'caranya', 'kayak', 'apa', 'ya', 'beragam', 'gak', 'mesti', 'joget', 'gemoy', 'kalo', 'gua', 'liat', 'berbagai', 'aktivas', 'dia', 'belakangan', 'ini', 'juga', 'arahnya', 'ke', 'sana']","['gua', 'tim', 'anies', 'keliatan', 'sotoy', 'banget', 'yg', 'pemilu', 'tau', 'za', 'kalo', 'pemilu', 'banyakbanyakan', 'suara', 'kayak', 'ya', 'beragam', 'gak', 'mesti', 'joget', 'gemoy', 'kalo', 'gua', 'liat', 'aktivas', 'arahnya']","['gua', 'tim', 'anies', 'keliatan', 'sotoy', 'banget', 'yang', 'pemilu', 'tau', 'za', 'kalo', 'pemilu', 'banyakbanyakan', 'suara', 'kayak', 'ya', 'beragam', 'tidak', 'mesti', 'joget', 'gemoy', 'kalo', 'gua', 'liat', 'aktivas', 'arahnya']","['gua', 'tim', 'anies', 'liat', 'sotoy', 'banget', 'yang', 'milu', 'tau', 'za', 'kalo', 'milu', 'banyakbanyakan', 'suara', 'kayak', 'ya', 'agam', 'tidak', 'mesti', 'joget', 'gemoy', 'kalo', 'gua', 'liat', 'aktivas', 'arah']",lainnya
@kompascom Kalau itulah alasannya bubarkan ajalahh daripada buang2 biaya. Makanya Prabowo setiap program itu seharusnya dipelajari dulu segala sesuatunya. Ini program muncul mendadak saat di pentas debat pilpres yaa begitulah hasilnya,@kompascom kalau itulah alasannya bubarkan ajalahh daripada buang2 biaya. makanya prabowo setiap program itu seharusnya dipelajari dulu segala sesuatunya. ini program muncul mendadak saat di pentas debat pilpres yaa begitulah hasilnya,"['kompascom', 'kalau', 'itulah', 'alasannya', 'bubarkan', 'ajalahh', 'daripada', 'buang', 'biaya', 'makanya', 'prabowo', 'setiap', 'program', 'itu', 'seharusnya', 'dipelajari', 'dulu', 'segala', 'sesuatunya', 'ini', 'program', 'muncul', 'mendadak', 'saat', 'di', 'pentas', 'debat', 'pilpres', 'yaa', 'begitulah', 'hasilnya']","['kompascom', 'alasannya', 'bubarkan', 'ajalahh', 'buang', 'biaya', 'prabowo', 'program', 'dipelajari', 'program', 'muncul', 'mendadak', 'pentas', 'debat', 'pilpres', 'yaa', 'hasilnya']","['kompascom', 'alasannya', 'bubarkan', 'ajalahh', 'buang', 'biaya', 'prabowo', 'program', 'dipelajari', 'program', 'muncul', 'mendadak', 'pentas', 'debat', 'pilpres', 'yaa', 'hasilnya']","['kompascom', 'alas', 'bubar', 'ajalahh', 'buang', 'biaya', 'prabowo', 'program', 'ajar', 'program', 'muncul', 'dadak', 'pentas', 'debat', 'pilpres', 'yaa', 'hasil']",politik
Mayoritas jujur kecewa berat krn ternyata kalau cuma lanjutken jkw..knapa pemilu tdk langsung jkw periode III dan Prabowo wapresnya drpd skrg Prabowo presiden tapi jkw juga ttp presiden kembarnya dan semua ttap org2 jkw plus anaknya wapres bnr2 era aneh,mayoritas jujur kecewa berat krn ternyata kalau cuma lanjutken jkw..knapa pemilu tdk langsung jkw periode iii dan prabowo wapresnya drpd skrg prabowo presiden tapi jkw juga ttp presiden kembarnya dan semua ttap org2 jkw plus anaknya wapres bnr2 era aneh,"['mayoritas', 'jujur', 'kecewa', 'berat', 'krn', 'ternyata', 'kalau', 'cuma', 'lanjutken', 'jkwknapa', 'pemilu', 'tdk', 'langsung', 'jkw', 'periode', 'iii', 'dan', 'prabowo', 'wapresnya', 'drpd', 'skrg', 'prabowo', 'presiden', 'tapi', 'jkw', 'juga', 'ttp', 'presiden', 'kembarnya', 'dan', 'semua', 'ttap', 'org', 'jkw', 'plus', 'anaknya', 'wapres', 'bnr', 'era', 'aneh']","['mayoritas', 'jujur', 'kecewa', 'berat', 'krn', 'lanjutken', 'jkwknapa', 'pemilu', 'tdk', 'langsung', 'jkw', 'periode', 'iii', 'prabowo', 'wapresnya', 'drpd', 'skrg', 'prabowo', 'presiden', 'jkw', 'ttp', 'presiden', 'kembarnya', 'ttap', 'org', 'jkw', 'plus', 'anaknya', 'wapres', 'bnr', 'era', 'aneh']","['mayoritas', 'jujur', 'kecewa', 'berat', 'krn', 'lanjutken', 'jkwknapa', 'pemilu', 'tidak', 'langsung', 'jkw', 'periode', 'iii', 'prabowo', 'wapresnya', 'drpd', 'skrg', 'prabowo', 'presiden', 'jkw', 'ttp', 'presiden', 'kembarnya', 'ttap', 'org', 'jkw', 'plus', 'anaknya', 'wapres', 'bnr', 'era', 'aneh']","['mayoritas', 'jujur', 'kecewa', 'berat', 'krn', 'lanjutken', 'jkwknapa', 'milu', 'tidak', 'langsung', 'jkw', 'periode', 'iii', 'prabowo', 'wapresnya', 'drpd', 'skrg', 'prabowo', 'presiden', 'jkw', 'ttp', 'presiden', 'kembar', 'ttap', 'org', 'jkw', 'plus', 'anak', 'wapres', 'bnr', 'era', 'aneh']",politik
@tempodotco Pak tlg dievaluasi bapak kan pasti ada tim ahli. Ini program sdh digaungkan sjak debat capres loh pasti udh tau kan kalo ada mslh2 bgini harus ngapain? @prabowo @gibran_tweet,@tempodotco pak tlg dievaluasi bapak kan pasti ada tim ahli. ini program sdh digaungkan sjak debat capres loh pasti udh tau kan kalo ada mslh2 bgini harus ngapain? @prabowo @gibran_tweet,"['tempodotco', 'pak', 'tlg', 'dievaluasi', 'bapak', 'kan', 'pasti', 'ada', 'tim', 'ahli', 'ini', 'program', 'sdh', 'digaungkan', 'sjak', 'debat', 'capres', 'loh', 'pasti', 'udh', 'tau', 'kan', 'kalo', 'ada', 'mslh', 'bgini', 'harus', 'ngapain', 'prabowo', 'gibrantweet']","['tempodotco', 'tlg', 'dievaluasi', 'tim', 'ahli', 'program', 'sdh', 'digaungkan', 'sjak', 'debat', 'capres', 'loh', 'udh', 'tau', 'kalo', 'mslh', 'bgini', 'ngapain', 'prabowo', 'gibrantweet']","['tempodotco', 'tlg', 'dievaluasi', 'tim', 'ahli', 'program', 'sdh', 'digaungkan', 'sjak', 'debat', 'capres', 'loh', 'udh', 'tau', 'kalo', 'mslh', 'bgini', 'ngapain', 'prabowo', 'gibrantweet']","['tempodotco', 'tlg', 'evaluasi', 'tim', 'ahli', 'program', 'sdh', 'gaung', 'sjak', 'debat', 'capres', 'loh', 'udh', 'tau', 'kalo', 'mslh', 'bgini', 'ngapain', 'prabowo', 'gibrantweet']",politik
@edi_andriadi @Lembayung071 @gibran_tweet @prabowo @BANGSAygSUJUD @bengkeldodo @AndreasSolusi @setkabgoid Persepsi itu subyektif. Terutama kalo ada kebencian krn kalah pilpres makin subyektif,@edi_andriadi @lembayung071 @gibran_tweet @prabowo @bangsaygsujud @bengkeldodo @andreassolusi @setkabgoid persepsi itu subyektif. terutama kalo ada kebencian krn kalah pilpres makin subyektif,"['ediandriadi', 'lembayung', 'gibrantweet', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'andreassolusi', 'setkabgoid', 'persepsi', 'itu', 'subyektif', 'terutama', 'kalo', 'ada', 'kebencian', 'krn', 'kalah', 'pilpres', 'makin', 'subyektif']","['ediandriadi', 'lembayung', 'gibrantweet', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'andreassolusi', 'setkabgoid', 'persepsi', 'subyektif', 'kalo', 'kebencian', 'krn', 'kalah', 'pilpres', 'subyektif']","['ediandriadi', 'lembayung', 'gibrantweet', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'andreassolusi', 'setkabgoid', 'persepsi', 'subyektif', 'kalo', 'kebencian', 'krn', 'kalah', 'pilpres', 'subyektif']","['ediandriadi', 'lembayung', 'gibrantweet', 'prabowo', 'bangsaygsujud', 'bengkeldodo', 'andreassolusi', 'setkabgoid', 'persepsi', 'subyektif', 'kalo', 'benci', 'krn', 'kalah', 'pilpres', 'subyektif']",politik
@Per98943129Rudi @AndrikaBp @rakakywo Dongeng Anak abah kalah Pilpres? Wkwkkw.. Dikira Tuhan bersama Anies gt? Kehendak Tuhan kalau dia si anies menang ya menang. Kalau kalah ya kalah. Kalah kok ngamuk..,@per98943129rudi @andrikabp @rakakywo dongeng anak abah kalah pilpres? wkwkkw.. dikira tuhan bersama anies gt? kehendak tuhan kalau dia si anies menang ya menang. kalau kalah ya kalah. kalah kok ngamuk..,"['perrudi', 'andrikabp', 'rakakywo', 'dongeng', 'anak', 'abah', 'kalah', 'pilpres', 'wkwkkw', 'dikira', 'tuhan', 'bersama', 'anies', 'gt', 'kehendak', 'tuhan', 'kalau', 'dia', 'si', 'anies', 'menang', 'ya', 'menang', 'kalau', 'kalah', 'ya', 'kalah', 'kalah', 'kok', 'ngamuk']","['perrudi', 'andrikabp', 'rakakywo', 'dongeng', 'anak', 'abah', 'kalah', 'pilpres', 'wkwkkw', 'tuhan', 'anies', 'gt', 'kehendak', 'tuhan', 'si', 'anies', 'menang', 'ya', 'menang', 'kalah', 'ya', 'kalah', 'kalah', 'ngamuk']","['perrudi', 'andrikabp', 'rakakywo', 'dongeng', 'anak', 'abah', 'kalah', 'pilpres', 'wkwkkw', 'tuhan', 'anies', 'gt', 'kehendak', 'tuhan', 'si', 'anies', 'menang', 'ya', 'menang', 'kalah', 'ya', 'kalah', 'kalah', 'ngamuk']","['rudi', 'andrikabp', 'rakakywo', 'dongeng', 'anak', 'abah', 'kalah', 'pilpres', 'wkwkkw', 'tuhan', 'anies', 'gt', 'hendak', 'tuhan', 'si', 'anies', 'menang', 'ya', 'menang', 'kalah', 'ya', 'kalah', 'kalah', 'ngamuk']",politik
12. maju capres melawan @prabowo yg mengusungnya di DKI ! 13. mayoritas rakyat terpukau dg pencitraan dan tampilannya akhirnya menang walaupun ada yg meragukan kemenangan tsb hanya krn kecurangan. 14. kapasitas kurang dn bcr sgt jelek tp ditutupi dg buzzerRp laknat yg trs memuja https://t.co/SWpQTRDLQH,12. maju capres melawan @prabowo yg mengusungnya di dki ! 13. mayoritas rakyat terpukau dg pencitraan dan tampilannya akhirnya menang walaupun ada yg meragukan kemenangan tsb hanya krn kecurangan. 14. kapasitas kurang dn bcr sgt jelek tp ditutupi dg buzzerrp laknat yg trs memuja https://t.co/swpqtrdlqh,"['maju', 'capres', 'melawan', 'prabowo', 'yg', 'mengusungnya', 'di', 'dki', 'mayoritas', 'rakyat', 'terpukau', 'dg', 'pencitraan', 'dan', 'tampilannya', 'akhirnya', 'menang', 'walaupun', 'ada', 'yg', 'meragukan', 'kemenangan', 'tsb', 'hanya', 'krn', 'kecurangan', 'kapasitas', 'kurang', 'dn', 'bcr', 'sgt', 'jelek', 'tp', 'ditutupi', 'dg', 'buzzerrp', 'laknat', 'yg', 'trs', 'memuja']","['maju', 'capres', 'melawan', 'prabowo', 'yg', 'mengusungnya', 'dki', 'mayoritas', 'rakyat', 'terpukau', 'dg', 'pencitraan', 'tampilannya', 'menang', 'yg', 'meragukan', 'kemenangan', 'tsb', 'krn', 'kecurangan', 'kapasitas', 'dn', 'bcr', 'sgt', 'jelek', 'tp', 'ditutupi', 'dg', 'buzzerrp', 'laknat', 'yg', 'trs', 'memuja']","['maju', 'capres', 'melawan', 'prabowo', 'yang', 'mengusungnya', 'dki', 'mayoritas', 'rakyat', 'terpukau', 'dg', 'pencitraan', 'tampilannya', 'menang', 'yang', 'meragukan', 'kemenangan', 'tsb', 'krn', 'kecurangan', 'kapasitas', 'dn', 'bcr', 'sgt', 'jelek', 'tp', 'ditutupi', 'dg', 'buzzerrp', 'laknat', 'yang', 'trs', 'memuja']","['maju', 'capres', 'lawan', 'prabowo', 'yang', 'usung', 'dki', 'mayoritas', 'rakyat', 'pukau', 'dg', 'citra', 'tampil', 'menang', 'yang', 'ragu', 'menang', 'tsb', 'krn', 'curang', 'kapasitas', 'dn', 'bcr', 'sgt', 'jelek', 'tp', 'tutup', 'dg', 'buzzerrp', 'laknat', 'yang', 'trs', 'puja']",politik
@alisyarief Kenapa? Kecewa? Ya kecewa lah ya kan ya kan kecuali Rakyat kayak gue nyang memang berharap permohonannya kagak dikabulkan mengingat kontribusinya bagi kemenangan pasangan Prabowo Gibran dalam Pilpres dah geetuu aja he he he,@alisyarief kenapa? kecewa? ya kecewa lah ya kan ya kan kecuali rakyat kayak gue nyang memang berharap permohonannya kagak dikabulkan mengingat kontribusinya bagi kemenangan pasangan prabowo gibran dalam pilpres dah geetuu aja he he he,"['alisyarief', 'kenapa', 'kecewa', 'ya', 'kecewa', 'lah', 'ya', 'kan', 'ya', 'kan', 'kecuali', 'rakyat', 'kayak', 'gue', 'nyang', 'memang', 'berharap', 'permohonannya', 'kagak', 'dikabulkan', 'mengingat', 'kontribusinya', 'bagi', 'kemenangan', 'pasangan', 'prabowo', 'gibran', 'dalam', 'pilpres', 'dah', 'geetuu', 'aja', 'he', 'he', 'he']","['alisyarief', 'kecewa', 'ya', 'kecewa', 'ya', 'ya', 'kecuali', 'rakyat', 'kayak', 'gue', 'nyang', 'berharap', 'permohonannya', 'kagak', 'dikabulkan', 'kontribusinya', 'kemenangan', 'pasangan', 'prabowo', 'gibran', 'pilpres', 'dah', 'geetuu', 'aja', 'he', 'he', 'he']","['alisyarief', 'kecewa', 'ya', 'kecewa', 'ya', 'ya', 'kecuali', 'rakyat', 'kayak', 'gue', 'nyang', 'berharap', 'permohonannya', 'kagak', 'dikabulkan', 'kontribusinya', 'kemenangan', 'pasangan', 'prabowo', 'gibran', 'pilpres', 'dah', 'geetuu', 'aja', 'he', 'he', 'he']","['alisyarief', 'kecewa', 'ya', 'kecewa', 'ya', 'ya', 'kecuali', 'rakyat', 'kayak', 'gue', 'nyang', 'harap', 'mohon', 'kagak', 'kabul', 'kontribusi', 'menang', 'pasang', 'prabowo', 'gibran', 'pilpres', 'dah', 'geetuu', 'aja', 'he', 'he', 'he']",politik
@Lembayung071 @Hendropriyono67 @prabowo @gibran_tweet @setkabgoid Menangnya aja hasil pemilu 58% kan tpi itu katanya ,@lembayung071 @hendropriyono67 @prabowo @gibran_tweet @setkabgoid menangnya aja hasil pemilu 58% kan tpi itu katanya ,"['lembayung', 'hendropriyono', 'prabowo', 'gibrantweet', 'setkabgoid', 'menangnya', 'aja', 'hasil', 'pemilu', 'kan', 'tpi', 'itu', 'katanya']","['lembayung', 'hendropriyono', 'prabowo', 'gibrantweet', 'setkabgoid', 'menangnya', 'aja', 'hasil', 'pemilu', 'tpi']","['lembayung', 'hendropriyono', 'prabowo', 'gibrantweet', 'setkabgoid', 'menangnya', 'aja', 'hasil', 'pemilu', 'tpi']","['lembayung', 'hendropriyono', 'prabowo', 'gibrantweet', 'setkabgoid', 'menang', 'aja', 'hasil', 'milu', 'tpi']",politik
@PDI_Perjuangan @jokowi @prabowo 8. mengatakan tdk akan maju capres 2014. 9. thn 2013 mengatakan IPKnya dibawah 2.. org bertanya2x.. emang IPK dibwh 2 bs lulus?dlm 5 thn lagi? 10. janji2x capres.. luar biasa. 11. apa yg diucapkan dg apa yg diperbuat sgt b,@pdi_perjuangan @jokowi @prabowo 8. mengatakan tdk akan maju capres 2014. 9. thn 2013 mengatakan ipknya dibawah 2.. org bertanya2x.. emang ipk dibwh 2 bs lulus?dlm 5 thn lagi? 10. janji2x capres.. luar biasa. 11. apa yg diucapkan dg apa yg diperbuat sgt b,"['pdiperjuangan', 'jokowi', 'prabowo', 'mengatakan', 'tdk', 'akan', 'maju', 'capres', 'thn', 'mengatakan', 'ipknya', 'dibawah', 'org', 'bertanyax', 'emang', 'ipk', 'dibwh', 'bs', 'lulusdlm', 'thn', 'lagi', 'janjix', 'capres', 'luar', 'biasa', 'apa', 'yg', 'diucapkan', 'dg', 'apa', 'yg', 'diperbuat', 'sgt', 'b']","['pdiperjuangan', 'jokowi', 'prabowo', 'tdk', 'maju', 'capres', 'thn', 'ipknya', 'dibawah', 'org', 'bertanyax', 'emang', 'ipk', 'dibwh', 'bs', 'lulusdlm', 'thn', 'janjix', 'capres', 'yg', 'dg', 'yg', 'sgt', 'b']","['pdiperjuangan', 'jokowi', 'prabowo', 'tidak', 'maju', 'capres', 'thn', 'ipknya', 'dibawah', 'org', 'bertanyax', 'emang', 'ipk', 'dibwh', 'bs', 'lulusdlm', 'thn', 'janjix', 'capres', 'yang', 'dg', 'yang', 'sgt', 'b']","['pdiperjuangan', 'jokowi', 'prabowo', 'tidak', 'maju', 'capres', 'thn', 'ipknya', 'bawah', 'org', 'bertanyax', 'emang', 'ipk', 'dibwh', 'bs', 'lulusdlm', 'thn', 'janjix', 'capres', 'yang', 'dg', 'yang', 'sgt', 'b']",politik
https://t.co/qcsD222BY4 Dan itu pula yang berlangsung selama 30 tahun diusahakan olehnberbagai gerakan hak asasi manusia. Agar ada kebebasan di ruang warga agar ada kebebasan di dalam sistem politik parlemen dan juga agar ada pemilu yang berintegritas katanya dalam acara,https://t.co/qcsd222by4 dan itu pula yang berlangsung selama 30 tahun diusahakan olehnberbagai gerakan hak asasi manusia. agar ada kebebasan di ruang warga agar ada kebebasan di dalam sistem politik parlemen dan juga agar ada pemilu yang berintegritas katanya dalam acara,"['dan', 'itu', 'pula', 'yang', 'berlangsung', 'selama', 'tahun', 'diusahakan', 'olehnberbagai', 'gerakan', 'hak', 'asasi', 'manusia', 'agar', 'ada', 'kebebasan', 'di', 'ruang', 'warga', 'agar', 'ada', 'kebebasan', 'di', 'dalam', 'sistem', 'politik', 'parlemen', 'dan', 'juga', 'agar', 'ada', 'pemilu', 'yang', 'berintegritas', 'katanya', 'dalam', 'acara']","['diusahakan', 'olehnberbagai', 'gerakan', 'hak', 'asasi', 'manusia', 'kebebasan', 'ruang', 'warga', 'kebebasan', 'sistem', 'politik', 'parlemen', 'pemilu', 'berintegritas', 'acara']","['diusahakan', 'olehnberbagai', 'gerakan', 'hak', 'asasi', 'manusia', 'kebebasan', 'ruang', 'warga', 'kebebasan', 'sistem', 'politik', 'parlemen', 'pemilu', 'berintegritas', 'acara']","['usaha', 'olehnberbagai', 'gera', 'hak', 'asasi', 'manusia', 'bebas', 'ruang', 'warga', 'bebas', 'sistem', 'politik', 'parlemen', 'milu', 'integritas', 'acara']",politik
@ferrykoto Betul kan om @ferrykoto nanti 2029 kalau partainya menang pemilu 50%+1. jokowi atau PAK prabowo setuju UU perampasan aset saya yakin ia sudah mengukur jumlah kursi yang menolak DPR. https://t.co/EJEypfz9PC,@ferrykoto betul kan om @ferrykoto nanti 2029 kalau partainya menang pemilu 50%+1. jokowi atau pak prabowo setuju uu perampasan aset saya yakin ia sudah mengukur jumlah kursi yang menolak dpr. https://t.co/ejeypfz9pc,"['ferrykoto', 'betul', 'kan', 'om', 'ferrykoto', 'nanti', 'kalau', 'partainya', 'menang', 'pemilu', 'jokowi', 'atau', 'pak', 'prabowo', 'setuju', 'uu', 'perampasan', 'aset', 'saya', 'yakin', 'ia', 'sudah', 'mengukur', 'jumlah', 'kursi', 'yang', 'menolak', 'dpr']","['ferrykoto', 'om', 'ferrykoto', 'partainya', 'menang', 'pemilu', 'jokowi', 'prabowo', 'setuju', 'uu', 'perampasan', 'aset', 'mengukur', 'kursi', 'menolak', 'dpr']","['ferrykoto', 'om', 'ferrykoto', 'partainya', 'menang', 'pemilu', 'jokowi', 'prabowo', 'setuju', 'uu', 'perampasan', 'aset', 'mengukur', 'kursi', 'menolak', 'dpr']","['ferrykoto', 'om', 'ferrykoto', 'partai', 'menang', 'milu', 'jokowi', 'prabowo', 'tuju', 'uu', 'ampas', 'aset', 'ukur', 'kursi', 'tolak', 'dpr']",politik
